タイトル,概要,flickr,データのタイトル,データの識別子,著作のタイトル,著作の責任,著作の時期,著作の年,著作の構成,バージョンの責任,バージョンの成立時期,バージョンの成立年,バージョンの技法,バージョンの大きさ（縦×横）,バージョンの行字数,資料化の技法,外題,数量,装訂,大きさ（縦×横）,印記,出所,状態,請求記号,原簿番号,付加的記載,参考文献,資料化の時期,資料化の年,バージョンの成立場所,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
泉州本淳化閣帖 九 [A006099-06],北宋・王著輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681538258723/,泉州本淳化閣帖十巻闕四巻 Quanzhou ben Chunhua Ge Tie 10 juan que 4 juan 泉州本淳化阁帖十卷阙四卷 泉州本淳化閣帖十卷闕四卷,A006099,(巻首題)法帖,(宋)王著輯,(宋)淳化3年11月6日,992年,10巻,(明)常性刻*,(明)洪武4年*,1371年*,石刻,,,拓本,宋榻淳化閣帖,6冊,折帖装,25.5×13.2cm,東京帝国大学図書印,"渡辺信旧蔵, 東京大学総合図書館所蔵","巻第2, 4-6, 8-9のみ存する, 朱筆書き入れあり",A00-6099,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.66-68",,,泉州府*,7b18ff76-04e4-4de7-907c-27d78e8155f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7b18ff76-04e4-4de7-907c-27d78e8155f7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0baf2a549cf837a8703e478103529415ed0f60dc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167822,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006099-06,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167822/manifest,,,,,33
停雲館帖 一[A006100-01],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681538236423/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,f68adc10-4757-4789-ab9c-e38250e5b166,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/f68adc10-4757-4789-ab9c-e38250e5b166,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3f1cd9507522ee11b252e322e691cb3904882350.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167823,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-01,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167823/manifest,,,,,34
停雲館帖 二[A006100-02],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684519898005/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,1a423ba4-5553-46b8-b99c-2058208376dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/1a423ba4-5553-46b8-b99c-2058208376dc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/25b271ca1003d110dd7ed8c610a4e0d7f026141e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167824,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-02,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167824/manifest,,,,,32
停雲館帖 三[A006100-03],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681446339074/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,0a6affac-a19f-40ed-b0c8-9aa4fb18a800,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/0a6affac-a19f-40ed-b0c8-9aa4fb18a800,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/df63a40734dd9acde5fecf19eb3563e8518b4f20.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167825,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-03,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167825/manifest,,,,,28
停雲館帖 四[A006100-04],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684422390946/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,baadef82-224f-4704-9eff-7caae8e20a9f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/baadef82-224f-4704-9eff-7caae8e20a9f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f579604d50f651b11bc829feda5be1e1a8c5360d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167826,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167826/manifest,,,,,29
停雲館帖 五[A006100-05],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681608229032/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,286e4283-14f4-461b-b7f6-16e7ff6e1767,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/286e4283-14f4-461b-b7f6-16e7ff6e1767,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4a33c846b248f2a0a8b0a3fc4b01bb7ec8bacf39.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167827,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-05,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167827/manifest,,,,,31
停雲館帖 六[A006100-06],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684518681945/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,b87a0908-85f1-4d3d-b718-b752b9b42b56,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/b87a0908-85f1-4d3d-b718-b752b9b42b56,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c28c09d522ce0048ef6a6a91df614c78a284b2f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167828,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-06,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167828/manifest,,,,,27
停雲館帖 七[A006100-07],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684518526635/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,cbc85152-a12c-4483-b523-e092c42b7fe3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/cbc85152-a12c-4483-b523-e092c42b7fe3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae069fd7e14d41419950bf235c148bc67984e379.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167829,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-07,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167829/manifest,,,,,23
停雲館帖 八[A006100-08],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681444822214/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,dec87133-986c-41b0-b31b-bc2b15ae5483,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/dec87133-986c-41b0-b31b-bc2b15ae5483,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7b5a069e7d25992a1d4e1cea7bf3401ae6e44a16.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167830,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-08,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167830/manifest,,,,,24
停雲館帖 九[A006100-09],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681444688514/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,9270e53c-c8f8-4496-864e-e4f20c7d8b95,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/9270e53c-c8f8-4496-864e-e4f20c7d8b95,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e5d296de8bf9f227d3018a0b8652307fa3c49cb5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167831,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-09,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167831/manifest,,,,,26
停雲館帖 十[A006100-10],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681444454914/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,bdbaa7ac-baa2-485f-86d7-b029d00f21d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/bdbaa7ac-baa2-485f-86d7-b029d00f21d4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2f12799f52b6f6cc3c6f91b1bae639d1caf2a3c6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167832,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-10,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167832/manifest,,,,,30
停雲館帖 十一[A006100-11],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684420612956/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,742876cd-8985-4fa8-836d-8869ca6b187e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/742876cd-8985-4fa8-836d-8869ca6b187e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/37824845a963884aa6ae96612ca8870e6815b57e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167833,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-11,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167833/manifest,,,,,28
停雲館帖 十二[A006100-12],明・文徴明輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684348255596/,停雲館帖十二巻 Tingyunguan Tie 12 juan 停云馆帖十二卷 停雲館帖十二卷,A006100,,(明)文徴明輯,(明)嘉靖16-39年,1537-1560年,12巻,(明)文徴明刻,(明)嘉靖16-39年,1537-1560年,石刻,,,拓本,停雲館,12冊,画帖装,34.7×21.3cm,"渡辺氏図書記, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6100,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.114-119",,,蘇州府長洲県,191da3cc-af52-4dcf-afc6-8e3bf27db676,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/191da3cc-af52-4dcf-afc6-8e3bf27db676,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e81907ec50d7d266a6ce732549e344a969a3d3d4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167834,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006100-12,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167834/manifest,,,,,21
偽絳帖 十二 [A006107],中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681632593354/,偽絳帖残一巻 Wei Jiang Tie can 1 juan 伪绛帖残一卷 偽絳帖殘一卷,A006107,(巻首題)絳帖,,明*,14-17世紀*,12巻,,,,石刻,,,拓本,絳帖,1冊,折帖装,30.3×15.7cm,"渡辺氏図書記, 東京帝国大学図書印, 奎章館, 翰林之印, 項氏子京, 檇李項氏士家宝玩","渡辺信旧蔵, 東京大学総合図書館所蔵",巻第12のみ存する,A00-6107,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.79-81",,,,7500f051-8805-4308-aa88-e2d933a9162e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7500f051-8805-4308-aa88-e2d933a9162e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6bd8bce0abebfa1b0e6414eb6735d4c30fdcad66.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167835,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006107-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167835/manifest,,,,,19
論語集解 三残 四 七 八 [A006296],日本で筆写された漢籍。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693614040934,論語集解残四巻 Lunyu Jijie can 4 juan 论语集解残四卷 論語集解殘四卷,A006296,(巻首題)論語,(魏)何晏集解,魏,195-249年,10巻,,,,,,,写本,論語集解,1冊,"線装, 四針眼釘法",30.8×11.6cm,"青洲文庫, 東京帝国大学図書印","渡辺信旧蔵, 東京大学総合図書館所蔵","巻3-4, 7-8のみ存する, 巻3の前半を欠く, 2冊を1冊に改装済み, 虫損あり",A00-6296,B7874,,,,,,2a6d66d5-2dbd-4c60-9217-7033c73392ad,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/2a6d66d5-2dbd-4c60-9217-7033c73392ad,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3f4419194a396b922e45ac13980514623c5174a2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186436,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006296-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186436/manifest,,,,,57
纂図附音増広古注千字文 [A006297],日本で筆写された漢籍。南葵文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157666708613828,纂図附音増広古注千字文三巻 Zuantu Fuyin Zengguang Guzhu Qianziwen 3 juan 纂图附音增广古注千字文三卷 纂圖附音增廣古注千字文三卷,A006297,(巻首題)纂図附音増広古注千字文,"(梁)周興嗣次韻, (後梁)李暹注",後梁,907-923年,3巻,,,,,,,写本,註千字文,1冊,"線装, 五針眼釘法",24.7×17.2cm,"紀伊徳川南葵文庫, 東京帝国大学図書印, 陽春廬記","小中村清矩旧蔵, 徳川慶喜旧蔵, 東京大学総合図書館所蔵",虫損あり,A00-6297,B18973,,,,,,846694f5-727f-4925-b7ef-d931f1f9a01b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/846694f5-727f-4925-b7ef-d931f1f9a01b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8664cc7639fb5c7296c8ba53cf4a5dd4f5eea3e0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186437,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006297-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186437/manifest,,,,,47
医方大成論 [A006464],日本古活字本の漢籍。鶚軒文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693614494624,医方大成論一巻 Yifang Dacheng Lun 1 juan 医方大成论一卷 醫方大成論一卷,A006464,(巻首題)医方大成論,(元)孫允賢撰,,14世紀,"王元福序, 1巻",梅寿重刊,(日本)慶長16年,1611年,古活字版,(内框)17.5×15.2cm,10行行18字,印本,大成論,1冊,"線装, 四針眼釘法",27.8×19.5cm,"東京帝国大学図書印, 松廼舎文庫","土肥慶蔵旧蔵, 東京大学総合図書館所蔵","虫損あり, シミあり, 書き入れあり",A00-6464,B109527,,,,,京都,d86e1a29-e35b-4850-9f94-a54dc4744249,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d86e1a29-e35b-4850-9f94-a54dc4744249,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4d0da7e884a4d6977fdefd6ac7f1135db316d417.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186438,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006464-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186438/manifest,,,,,61
