タイトル	書名よみ	出版	形態	他の書名	注記	分類	原本請求記号	編著者等	出版年（西暦）	年	アイテムURL	viewingDirection	ID	ソート用項目	機械可読ドキュメント	ウェブサイトURL	IIIFマニフェストURI	帰属	コレクション	サムネイル	利用条件	uterms:roman
童子往來百家通 / 暁鐘成纂校並画図 ; 龍章堂文章並巨書	ドウジ オウライ ヒャッカツウ	浪華 : 敦賀屋九兵衛 ; 慶応4	1冊 ; 25cm	大全童子往来百家通	角書: 新撰大全. 成立年: 天保8	往来物	P864	暁鐘成纂校並画図 ; 龍章堂文章並巨書	1868		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/48932d01-3a50-493d-8ff1-cf7f2707ae55	http://iiif.io/api/presentation/2#rightToLeftDirection	48932d01-3a50-493d-8ff1-cf7f2707ae55	122	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91647	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91647/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/a3370ca3684f92c2dc0f646c859a4ea71a5c0ecc.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	doji orai hyakkatsu
新童子往來万世寶鑑	シンドウジ オウライ バンセイ ホウカン	[出版地不明] : 鳥飼源重郎 ; 元文6	1冊(119丁) ; 27cm			往来物	P865		1741		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d41dc49a-a12c-41fc-b97d-f978d84de255	http://iiif.io/api/presentation/2#rightToLeftDirection	d41dc49a-a12c-41fc-b97d-f978d84de255	123	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91648	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91648/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/d5baa416bf453c650875d59b1fa7c4784493ae89.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	shindoji orai bansei hokan
百姓往來 / 鴎洲巻筆	ヒャクショウ オウライ	京都 : 錦耕堂 ; 文久2?	1冊(16丁) ; 27cm			往来物	P866	鴎洲巻筆	1862?		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3a228c88-6f7c-4178-83c2-34047391a478	http://iiif.io/api/presentation/2#rightToLeftDirection	3a228c88-6f7c-4178-83c2-34047391a478	124	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91649	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91649/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/bc0bb24fad44b446c1bf527cfddcd435fa991dcd.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	hyakusho orai
商賣往來	ショウバイ オウライ	[江戸] : 山城屋佐兵衛 ; 文化6	1冊(12丁) ; 26cm		備考: 題箋 「文化再版 新刻改正 大字仮名附」	往来物	P867		1809		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ce80cfb1-aef4-46bb-bca5-53659daeff52	http://iiif.io/api/presentation/2#rightToLeftDirection	ce80cfb1-aef4-46bb-bca5-53659daeff52	125	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91650	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91650/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/030f56098a9d9d5f022cbb1c8003992aa07ac51e.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	shobai orai
商賣往來	ショウバイ オウライ	羽州山形 : 北條忠兵衛 ; 嘉永2	1冊(12丁) ; 26cm	商賣往来繪抄		往来物	P868		1849		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/96a2e86c-b999-407d-8ce4-82580317f1e2	http://iiif.io/api/presentation/2#rightToLeftDirection	96a2e86c-b999-407d-8ce4-82580317f1e2	126	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91651	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91651/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/885b31d5d7c2189fdf62a58179e1231c3e882bdf.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	shobai orai
年中往來 ; (上)(下) / 中村甚丞栄成著	ネンジュウ オウライ	[出版地不明] : [出版者不明] ; 元禄6	2冊 ; 26cm	絵入年中往來	成立年: 元禄6.		P869	中村甚丞栄成著	1693		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/330d502b-b732-47f9-9054-5db40e5ed699	http://iiif.io/api/presentation/2#rightToLeftDirection	330d502b-b732-47f9-9054-5db40e5ed699	127	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91652	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91652/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4e24f0b2c3f3b363b911bd6f524d0774a8fdc22d.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	nenju orai
尺素往來 / 後成恩寺関白兼良公	セキ ソオウライ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(24丁) ; 27cm		備考: 奥書「石尺素往来以百花庵宗固屋代弘賢蔵及流布本印本校合畢」	往来物	P870	後成恩寺関白兼良公			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d8974049-df52-4ef4-bb9d-d1625d9d9417	http://iiif.io/api/presentation/2#rightToLeftDirection	d8974049-df52-4ef4-bb9d-d1625d9d9417	128	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91653	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91653/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/2ce7c31c041c193bbcde3fd256285d84258726b8.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	seki sourai
忠臣往來	チュウシン オウライ	大坂 : 敦賀屋九兵衛 ; 元治元序	1冊(65丁) ; 26cm	南朝太平忠臣往來	備考: 書名は巻末による	往来物	P871		1864序		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/dbe25b79-2786-4b18-bf1b-eb39dadfb94e	http://iiif.io/api/presentation/2#rightToLeftDirection	dbe25b79-2786-4b18-bf1b-eb39dadfb94e	129	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91654	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91654/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/c056aa7410c4fd8b9a1e2381a31556da855e1895.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	chushin orai
女今川玉苗文庫	オンナ イマガワ タマナエ ブンコ	東都 : 山口屋藤兵衛 ; 慶応2 再刻	1冊(14丁) ; 25cm				P755		1866再刻		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/8ee3381c-0e5c-48db-9575-9283efa97956	http://iiif.io/api/presentation/2#rightToLeftDirection	8ee3381c-0e5c-48db-9575-9283efa97956	13	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91540	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91540/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/169135a8672190da2656dad31806317022c72ed6.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	onna imagawa tamanae bunko
南朝忠臣往來	ナンチョウ チュウシン オウライ	[出版地不明] : [出版者不明] ; 元治元序	1冊(65丁) ; 26cm	忠臣往來	備考: 書名は巻末による	往来物	P872		1864序		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/146a03ab-98c7-4004-a80b-5fdae1fb45aa	http://iiif.io/api/presentation/2#rightToLeftDirection	146a03ab-98c7-4004-a80b-5fdae1fb45aa	130	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91655	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91655/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/1128c0b71bfbfbd7d87f2088dd8f19c69607b03c.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	nancho chushin orai
日本往來	ニッポン オウライ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(32丁) ; 27cm			往来物	P873				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/90874cab-5009-469f-85ce-972a894f16d1	http://iiif.io/api/presentation/2#rightToLeftDirection	90874cab-5009-469f-85ce-972a894f16d1	131	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91656	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91656/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/7a920bb2216e928450ff1f941a85efddb9254d6e.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	nippon orai
自遣往來	ジケン オウライ	武江 : 鱗形屋孫兵衛 ; 宝永5	1冊(19丁) ; 26cm	江戸往来繪抄		往来物	P874		1708		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1073aea2-b7bd-4e29-a84e-fbefe0979c64	http://iiif.io/api/presentation/2#rightToLeftDirection	1073aea2-b7bd-4e29-a84e-fbefe0979c64	132	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91657	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91657/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3030977402df9c9697c8c58568464da240d904cf.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	jiken orai
富士野往來	フジノ オウライ	[出版地不明] : [出版者不明] ; 正保4	1冊(30丁) ; 27cm			往来物	P875		1647		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f77c67c9-42bd-42f2-b0aa-a6f6bcd731d1	http://iiif.io/api/presentation/2#rightToLeftDirection	f77c67c9-42bd-42f2-b0aa-a6f6bcd731d1	133	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91658	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91658/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b1d9b6cf1c9544dea755d69d777c36f20a0abdb3.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	fujino orai
猨山松華往來 ; (春夏)(秋冬)	エンザン ショウカ オウライ	武陽 : 山金堂山崎金兵衛 ; [出版年不明]	2冊(45丁) ; 27cm		成立年: 寛政元. 備考: 「えん」は「けもの偏」に「爰」 ; 書名は題箋による ; 丁付 22, 21		P876				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0667fa21-a3e5-4dfe-9673-26a2506f8347	http://iiif.io/api/presentation/2#rightToLeftDirection	0667fa21-a3e5-4dfe-9673-26a2506f8347	134	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91659	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91659/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/15972dbdfb9af3d114ad267b7e4a3f5996882c48.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	enzan shoka orai
大和名所往來	ヤマト メイショ オウライ	[京都] : 菊屋安兵衛 ; 天明7	1冊(105丁) ; 27cm	新撰大和名所往来|大和往来	角書: 寺子重宝名所繪入	往来物	P877		1787		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/2fec7c03-a8d5-4897-8bb3-a821a5fc71b8	http://iiif.io/api/presentation/2#rightToLeftDirection	2fec7c03-a8d5-4897-8bb3-a821a5fc71b8	135	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91660	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91660/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3715d005f027b5b7c3a257628cec347c21d17dd4.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	yamato meisho orai
繪本庭訓往來 / 玄恵法印	エホン テイキン オウライ	[出版地不明] : [出版者不明] ; 文政11-嘉永元	3冊(93丁) ; 24cm	繪入庭訓往来	成立年: 文政11-嘉永元. 備考: 第1冊: 永壽堂版, 第2-3冊: 永樂堂版 ;  丁付 30, 30, 30	往来物	P878	玄恵法印	1828-1848		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7c91f572-902c-44b6-a80b-f5e2dbb466af	http://iiif.io/api/presentation/2#rightToLeftDirection	7c91f572-902c-44b6-a80b-f5e2dbb466af	136	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91661	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91661/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e3af08df110cfc93f291896233e1490d5ad207d5.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	ehon teikin orai
謹身往來	キンシン オウライ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(26丁) ; 22cm			往来物	P879				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/85f7be0b-7b44-4759-b048-e46e229f72b3	http://iiif.io/api/presentation/2#rightToLeftDirection	85f7be0b-7b44-4759-b048-e46e229f72b3	137	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91662	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91662/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ec07b5a2c4c1f8c3dba9977d76b3192972f62585.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	kinshin orai
謹身往來 / 松陰[書]	キンシン オウライ	浅草 : 近江屋太吉 ; 天保14	1冊(32丁) ; 23cm			往来物	P880	松陰[書]	1843		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7359e881-c8d6-4a28-b8d5-48edf8cbcdbf	http://iiif.io/api/presentation/2#rightToLeftDirection	7359e881-c8d6-4a28-b8d5-48edf8cbcdbf	138	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91663	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91663/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/1e1816049adf5b2cdfce94cfd7d49c59c65c1810.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	kinshin orai
謹身往來	キンシン オウライ	東都 : 永寿堂 ; 天保14 再刻	1冊(32丁) ; 23cm	平仮名附謹身往来宝蔵		往来物	P881		1843再刻		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/be49f2f4-830d-4944-8c7a-55c9f1992c7a	http://iiif.io/api/presentation/2#rightToLeftDirection	be49f2f4-830d-4944-8c7a-55c9f1992c7a	139	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91664	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91664/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/0d774c3330f3409a3633f54ecd4cce4ccb85c878.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	kinshin orai
和漢廿四貞女傳 / 八島五岳編画	ワカン ニジュウシ テイジョデン	京都 : 吉野屋甚助 ; 嘉永4	1冊(3, 43丁) ; 26cm			伝記	P756	八島五岳編画	1851		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b0e06d6e-a171-4191-a50a-7b379b511fca	http://iiif.io/api/presentation/2#rightToLeftDirection	b0e06d6e-a171-4191-a50a-7b379b511fca	14	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91541	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91541/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/60b4d9fbb4b6b3371d8e846d1097f5e0d20557df.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	wakan nijushi teijoden
孝行往來 / 小川保磨[述] ; 龍章[畫]	コウコウ オウライ	京都 : 吉野屋仁兵衛 ; 天保6	1冊(37丁) ; 23cm		成立年: 天保6	往来物	P882	小川保磨[述] ; 龍章[畫]	1835		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/055c1ec3-7158-4596-9b4a-a8929f4a91d1	http://iiif.io/api/presentation/2#rightToLeftDirection	055c1ec3-7158-4596-9b4a-a8929f4a91d1	140	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91665	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91665/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4668e3e331788d3ad749dc778f607f8048b0cf8c.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	koko orai
文明往來 / 高見二良著	ブンメイ オウライ	大阪 : 吉田善三 ; 明治6	1冊(30丁) ; 23cm		角書: 四民必讀	往来物	P883	高見二良著	1873		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ce01da4c-42cc-4c3e-8242-d46522d4036e	http://iiif.io/api/presentation/2#rightToLeftDirection	ce01da4c-42cc-4c3e-8242-d46522d4036e	141	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91666	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91666/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/af3d5aa296d8dd6eb1b99fe633a0e9791c02eff0.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	bummei orai
新幼學往來 / 文華堂著 ; 西川龍章堂書	シン ヨウガク オウライ	京都 : 吉野屋仁兵衛 ; [出版年不明]	1冊(30丁) ; 23cm	幼學必用聴用往來		往来物	P884	文華堂著 ; 西川龍章堂書			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/6f54b200-7e35-4a03-9792-fa19f4fadc1e	http://iiif.io/api/presentation/2#rightToLeftDirection	6f54b200-7e35-4a03-9792-fa19f4fadc1e	142	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91667	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91667/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/239511f862bc867f621774e125e4dae5bc2d93f5.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	shin yogaku orai
江戸往來	エド オウライ	大坂 : 秋田屋大右衛門 ; 天保12	1冊(29丁) ; 22cm		備考: 天保2年新版, 同8年求版 ; 大坂 伏見屋嘉兵衛	往来物	P885		1841		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/661e1188-e891-4ff8-a4f4-8eea9308c0e5	http://iiif.io/api/presentation/2#rightToLeftDirection	661e1188-e891-4ff8-a4f4-8eea9308c0e5	143	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91668	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91668/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3373a2518b9a74da291226ff234d27c16fabaea1.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	edo orai
風月往來	フウゲツ オウライ	浪華 : 河内屋茂○○ ; [出版年不明]	1冊(8丁) ; 22cm			往来物	P886				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1b5a8a42-936c-4911-9060-6b1b644df90e	http://iiif.io/api/presentation/2#rightToLeftDirection	1b5a8a42-936c-4911-9060-6b1b644df90e	144	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91669	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91669/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/5427c2727012884aefb5716714ef13e023f76ada.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	fugetsu orai
諸職往來	ショショク オウライ	阪府 : 三木平七 ; [出版年不明]	1冊(20丁) ; 22cm	御家手本平仮名附諸職往来			P887				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/06681080-5c92-4313-a51c-09810db4c577	http://iiif.io/api/presentation/2#rightToLeftDirection	06681080-5c92-4313-a51c-09810db4c577	145	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91670	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91670/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/929d70c83f4380ff41ec70bbb49f6de0b0e589bf.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	shoshoku orai
女用都名所	オンナヨウ ミヤコメイショ	京都 : めとぎや宗八 ; 文化12	1冊(36丁) ; 23cm	女用都名所往来	成立年: 文化12	往来物	P888		1815		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b5f2fa2b-c6ed-461d-b796-06f2ccf13673	http://iiif.io/api/presentation/2#rightToLeftDirection	b5f2fa2b-c6ed-461d-b796-06f2ccf13673	146	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91671	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91671/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b4711444bbefc7603c5d615c44595a84e628f923.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	onnayo miyakomeisho
大全消息往來	タイゼン ショウソク オウライ	江戸 : 藤岡屋慶治郎 ; [出版年不明]	1冊 ; 18cm		備考: 「消息往来」, 「続消息往来」, 「消息往来講釈」を合本したもの	往来物	P889				https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/237c1cf9-35fb-4870-89ec-5cc556b7e246	http://iiif.io/api/presentation/2#rightToLeftDirection	237c1cf9-35fb-4870-89ec-5cc556b7e246	147	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91672	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91672/manifest	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	富士川文庫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e9fef78ecd0907cf86eb748600d60e1fc65adcde.jpg	http://ikuto.p.u-tokyo.ac.jp/reuse.html	taizen shosoku orai
